Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Spain,ESP,"Population, ages 14-19, total",SP.POP.1419.TO.UN," 3,080,820.00 "," 2,986,436.00 "," 2,912,581.00 "," 2,854,387.00 "," 2,803,662.00 "," 2,754,451.00 "," 2,706,430.00 "," 2,662,084.00 "," 2,621,563.00 "," 2,585,462.00 "," 2,554,514.00 "," 2,527,325.00 "
Spain,ESP,"Population, ages 15-24, female",SP.POP.1524.FE.UN," 2,855,069.00 "," 2,793,800.00 "," 2,736,631.00 "," 2,681,306.00 "," 2,624,108.00 "," 2,562,658.00 "," 2,496,694.00 "," 2,428,307.00 "," 2,360,309.00 "," 2,296,537.00 "," 2,239,973.00 "," 2,191,452.00 "
Spain,ESP,"Population, ages 15-24, male",SP.POP.1524.MA.UN," 2,992,774.00 "," 2,931,083.00 "," 2,874,071.00 "," 2,819,145.00 "," 2,762,094.00 "," 2,700,188.00 "," 2,633,099.00 "," 2,563,053.00 "," 2,492,966.00 "," 2,426,846.00 "," 2,367,826.00 "," 2,316,764.00 "
Spain,ESP,"Population, ages 15-24, total",SP.POP.1524.TO.UN," 5,847,843.00 "," 5,724,883.00 "," 5,610,702.00 "," 5,500,451.00 "," 5,386,202.00 "," 5,262,846.00 "," 5,129,793.00 "," 4,991,360.00 "," 4,853,275.00 "," 4,723,383.00 "," 4,607,799.00 "," 4,508,216.00 "
Spain,ESP,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS, 68.55 , 68.71 , 68.84 , 68.93 , 68.98 , 68.99 , 68.87 , 68.74 , 68.58 , 68.39 , 68.18 , 67.76 
Spain,ESP,"Population, ages 15-64, female",SP.POP.1564.FE.IN," 13,821,086.00 "," 13,931,708.00 "," 14,138,226.00 "," 14,397,138.00 "," 14,640,264.00 "," 14,872,852.00 "," 15,086,223.00 "," 15,324,180.00 "," 15,522,583.00 "," 15,610,891.00 "," 15,635,790.00 "," 15,618,762.00 "
Spain,ESP,"Population, ages 15-64, male",SP.POP.1564.MA.IN," 13,986,776.00 "," 14,135,262.00 "," 14,381,616.00 "," 14,682,219.00 "," 14,968,354.00 "," 15,245,184.00 "," 15,491,386.00 "," 15,764,499.00 "," 15,993,207.00 "," 16,097,692.00 "," 16,122,084.00 "," 16,053,696.00 "
Spain,ESP,"Population, ages 15-64, total",SP.POP.1564.TO," 27,807,867.00 "," 28,067,055.00 "," 28,519,949.00 "," 29,079,453.00 "," 29,608,670.00 "," 30,118,033.00 "," 30,577,300.00 "," 31,088,060.00 "," 31,515,008.00 "," 31,707,969.00 "," 31,757,873.00 "," 31,672,167.00 "
Spain,ESP,"Population, ages 3-5, female",SP.POP.0305.FE.UN," 550,480.00 "," 555,891.00 "," 563,426.00 "," 573,339.00 "," 585,995.00 "," 601,454.00 "," 619,812.00 "," 640,336.00 "," 661,217.00 "," 680,094.00 "," 695,204.00 "," 705,906.00 "
Spain,ESP,"Population, ages 3-5, male",SP.POP.0305.MA.UN," 584,145.00 "," 589,195.00 "," 596,156.00 "," 605,574.00 "," 618,233.00 "," 634,458.00 "," 654,473.00 "," 677,372.00 "," 700,975.00 "," 722,380.00 "," 739,430.00 "," 751,368.00 "
Spain,ESP,"Population, ages 3-5, total",SP.POP.0305.TO.UN," 1,134,625.00 "," 1,145,086.00 "," 1,159,582.00 "," 1,178,913.00 "," 1,204,228.00 "," 1,235,912.00 "," 1,274,285.00 "," 1,317,708.00 "," 1,362,192.00 "," 1,402,474.00 "," 1,434,634.00 "," 1,457,274.00 "
Spain,ESP,"Population, ages 4-6, female",SP.POP.0406.FE.UN," 554,794.00 "," 557,294.00 "," 561,168.00 "," 567,161.00 "," 576,348.00 "," 589,308.00 "," 606,259.00 "," 626,326.00 "," 647,628.00 "," 667,644.00 "," 684,464.00 "," 697,438.00 "
Spain,ESP,"Population, ages 4-6, male",SP.POP.0406.MA.UN," 588,573.00 "," 590,545.00 "," 593,553.00 "," 598,697.00 "," 607,556.00 "," 621,038.00 "," 639,503.00 "," 661,887.00 "," 685,935.00 "," 708,578.00 "," 727,506.00 "," 741,952.00 "
Spain,ESP,"Population, ages 4-6, total",SP.POP.0406.TO.UN," 1,143,367.00 "," 1,147,839.00 "," 1,154,721.00 "," 1,165,858.00 "," 1,183,904.00 "," 1,210,346.00 "," 1,245,762.00 "," 1,288,213.00 "," 1,333,563.00 "," 1,376,222.00 "," 1,411,970.00 "," 1,439,390.00 "
Spain,ESP,"Population, ages 5-10, female",SP.POP.0510.FE.UN," 1,140,536.00 "," 1,135,035.00 "," 1,133,453.00 "," 1,136,472.00 "," 1,145,157.00 "," 1,160,047.00 "," 1,181,017.00 "," 1,206,992.00 "," 1,236,357.00 "," 1,267,003.00 "," 1,297,146.00 "," 1,326,147.00 "
Spain,ESP,"Population, ages 5-10, male",SP.POP.0510.MA.UN," 1,207,713.00 "," 1,201,199.00 "," 1,198,105.00 "," 1,199,612.00 "," 1,207,489.00 "," 1,222,759.00 "," 1,245,441.00 "," 1,274,229.00 "," 1,307,141.00 "," 1,341,518.00 "," 1,375,148.00 "," 1,407,302.00 "
Spain,ESP,"Population, ages 5-10, total",SP.POP.0510.TO.UN," 2,348,249.00 "," 2,336,234.00 "," 2,331,558.00 "," 2,336,084.00 "," 2,352,646.00 "," 2,382,806.00 "," 2,426,458.00 "," 2,481,221.00 "," 2,543,498.00 "," 2,608,521.00 "," 2,672,294.00 "," 2,733,449.00 "
Spain,ESP,"Population, ages 5-11, female",SP.POP.0511.FE.UN," 1,341,020.00 "," 1,333,018.00 "," 1,330,584.00 "," 1,333,813.00 "," 1,342,962.00 "," 1,358,009.00 "," 1,378,489.00 "," 1,403,525.00 "," 1,432,138.00 "," 1,463,145.00 "," 1,495,379.00 "," 1,528,374.00 "
Spain,ESP,"Population, ages 5-11, male",SP.POP.0511.MA.UN," 1,419,205.00 "," 1,410,187.00 "," 1,406,328.00 "," 1,408,165.00 "," 1,416,592.00 "," 1,432,024.00 "," 1,454,106.00 "," 1,481,760.00 "," 1,513,726.00 "," 1,548,401.00 "," 1,584,277.00 "," 1,620,829.00 "
Spain,ESP,"Population, ages 5-11, total",SP.POP.0511.TO.UN," 2,760,225.00 "," 2,743,205.00 "," 2,736,912.00 "," 2,741,978.00 "," 2,759,554.00 "," 2,790,033.00 "," 2,832,595.00 "," 2,885,285.00 "," 2,945,864.00 "," 3,011,546.00 "," 3,079,656.00 "," 3,149,203.00 "
Spain,ESP,"Population, ages 5-9, female",SP.POP.0509.FE.UN," 943,709.00 "," 940,513.00 "," 939,995.00 "," 943,122.00 "," 951,341.00 "," 965,465.00 "," 985,576.00 "," 1,010,552.00 "," 1,038,500.00 "," 1,066,885.00 "," 1,093,668.00 "," 1,118,152.00 "
Spain,ESP,"Population, ages 5-9, male",SP.POP.0509.MA.UN," 999,798.00 "," 995,678.00 "," 993,726.00 "," 995,400.00 "," 1,002,844.00 "," 1,017,345.00 "," 1,039,143.00 "," 1,066,883.00 "," 1,098,270.00 "," 1,130,179.00 "," 1,160,121.00 "," 1,187,290.00 "
Spain,ESP,"Population, ages 5-9, total",SP.POP.0509.TO.UN," 1,943,507.00 "," 1,936,191.00 "," 1,933,721.00 "," 1,938,522.00 "," 1,954,185.00 "," 1,982,810.00 "," 2,024,719.00 "," 2,077,435.00 "," 2,136,770.00 "," 2,197,064.00 "," 2,253,789.00 "," 2,305,442.00 "
Spain,ESP,"Population, ages 6-10, female",SP.POP.0610.FE.UN," 955,661.00 "," 949,375.00 "," 946,611.00 "," 947,760.00 "," 953,475.00 "," 964,063.00 "," 979,311.00 "," 998,452.00 "," 1,020,531.00 "," 1,044,326.00 "," 1,068,723.00 "," 1,093,310.00 "
Spain,ESP,"Population, ages 6-10, male",SP.POP.0610.MA.UN," 1,011,564.00 "," 1,004,453.00 "," 1,000,484.00 "," 1,000,429.00 "," 1,005,464.00 "," 1,016,264.00 "," 1,032,711.00 "," 1,053,874.00 "," 1,078,559.00 "," 1,105,183.00 "," 1,132,347.00 "," 1,159,585.00 "
Spain,ESP,"Population, ages 6-10, total",SP.POP.0610.TO.UN," 1,967,225.00 "," 1,953,828.00 "," 1,947,095.00 "," 1,948,189.00 "," 1,958,939.00 "," 1,980,327.00 "," 2,012,022.00 "," 2,052,326.00 "," 2,099,090.00 "," 2,149,509.00 "," 2,201,070.00 "," 2,252,895.00 "
Spain,ESP,"Population, ages 6-11, female",SP.POP.0611.FE.UN," 1,156,145.00 "," 1,147,358.00 "," 1,143,742.00 "," 1,145,101.00 "," 1,151,280.00 "," 1,162,025.00 "," 1,176,783.00 "," 1,194,985.00 "," 1,216,312.00 "," 1,240,468.00 "," 1,266,956.00 "," 1,295,537.00 "
Spain,ESP,"Population, ages 6-11, male",SP.POP.0611.MA.UN," 1,223,056.00 "," 1,213,441.00 "," 1,208,707.00 "," 1,208,982.00 "," 1,214,567.00 "," 1,225,529.00 "," 1,241,376.00 "," 1,261,405.00 "," 1,285,144.00 "," 1,312,066.00 "," 1,341,476.00 "," 1,373,112.00 "
Spain,ESP,"Population, ages 6-11, total",SP.POP.0611.TO.UN," 2,379,201.00 "," 2,360,799.00 "," 2,352,449.00 "," 2,354,083.00 "," 2,365,847.00 "," 2,387,554.00 "," 2,418,159.00 "," 2,456,390.00 "," 2,501,456.00 "," 2,552,534.00 "," 2,608,432.00 "," 2,668,649.00 "
Spain,ESP,"Population, ages 6-12, female",SP.POP.0612.FE.UN," 1,362,074.00 "," 1,350,220.00 "," 1,345,493.00 "," 1,346,914.00 "," 1,353,243.00 "," 1,363,476.00 "," 1,376,654.00 "," 1,392,512.00 "," 1,411,540.00 "," 1,434,626.00 "," 1,462,077.00 "," 1,493,877.00 "
Spain,ESP,"Population, ages 6-12, male",SP.POP.0612.MA.UN," 1,440,060.00 "," 1,427,407.00 "," 1,421,724.00 "," 1,422,276.00 "," 1,428,158.00 "," 1,438,612.00 "," 1,452,694.00 "," 1,470,044.00 "," 1,491,119.00 "," 1,516,744.00 "," 1,547,145.00 "," 1,582,318.00 "
Spain,ESP,"Population, ages 6-12, total",SP.POP.0612.TO.UN," 2,802,134.00 "," 2,777,627.00 "," 2,767,217.00 "," 2,769,190.00 "," 2,781,401.00 "," 2,802,088.00 "," 2,829,348.00 "," 2,862,556.00 "," 2,902,659.00 "," 2,951,370.00 "," 3,009,222.00 "," 3,076,195.00 "
Spain,ESP,"Population, ages 6-9, female",SP.POP.0609.FE.UN," 758,834.00 "," 754,853.00 "," 753,153.00 "," 754,410.00 "," 759,659.00 "," 769,481.00 "," 783,870.00 "," 802,012.00 "," 822,674.00 "," 844,208.00 "," 865,245.00 "," 885,315.00 "
Spain,ESP,"Population, ages 6-9, male",SP.POP.0609.MA.UN," 803,649.00 "," 798,932.00 "," 796,105.00 "," 796,217.00 "," 800,819.00 "," 810,850.00 "," 826,413.00 "," 846,528.00 "," 869,688.00 "," 893,844.00 "," 917,320.00 "," 939,573.00 "
Spain,ESP,"Population, ages 6-9, total",SP.POP.0609.TO.UN," 1,562,483.00 "," 1,553,785.00 "," 1,549,258.00 "," 1,550,627.00 "," 1,560,478.00 "," 1,580,331.00 "," 1,610,283.00 "," 1,648,540.00 "," 1,692,362.00 "," 1,738,052.00 "," 1,782,565.00 "," 1,824,888.00 "
Spain,ESP,"Population, ages 7-10, female",SP.POP.0710.FE.UN," 769,225.00 "," 762,969.00 "," 759,895.00 "," 760,071.00 "," 763,677.00 "," 770,740.00 "," 780,964.00 "," 793,887.00 "," 809,131.00 "," 826,265.00 "," 844,783.00 "," 864,472.00 "
Spain,ESP,"Population, ages 7-10, male",SP.POP.0710.MA.UN," 813,864.00 "," 806,990.00 "," 803,053.00 "," 802,374.00 "," 805,480.00 "," 812,648.00 "," 823,633.00 "," 837,867.00 "," 854,852.00 "," 873,962.00 "," 894,529.00 "," 916,322.00 "
Spain,ESP,"Population, ages 7-10, total",SP.POP.0710.TO.UN," 1,583,089.00 "," 1,569,959.00 "," 1,562,948.00 "," 1,562,445.00 "," 1,569,157.00 "," 1,583,388.00 "," 1,604,597.00 "," 1,631,754.00 "," 1,663,983.00 "," 1,700,227.00 "," 1,739,312.00 "," 1,780,794.00 "
Spain,ESP,"Population, ages 7-11, female",SP.POP.0711.FE.UN," 969,709.00 "," 960,952.00 "," 957,026.00 "," 957,412.00 "," 961,482.00 "," 968,702.00 "," 978,436.00 "," 990,420.00 "," 1,004,912.00 "," 1,022,407.00 "," 1,043,016.00 "," 1,066,699.00 "
Spain,ESP,"Population, ages 7-11, male",SP.POP.0711.MA.UN," 1,025,356.00 "," 1,015,978.00 "," 1,011,276.00 "," 1,010,927.00 "," 1,014,583.00 "," 1,021,913.00 "," 1,032,298.00 "," 1,045,398.00 "," 1,061,437.00 "," 1,080,845.00 "," 1,103,658.00 "," 1,129,849.00 "
Spain,ESP,"Population, ages 7-11, total",SP.POP.0711.TO.UN," 1,995,065.00 "," 1,976,930.00 "," 1,968,302.00 "," 1,968,339.00 "," 1,976,065.00 "," 1,990,615.00 "," 2,010,734.00 "," 2,035,818.00 "," 2,066,349.00 "," 2,103,252.00 "," 2,146,674.00 "," 2,196,548.00 "
Spain,ESP,"Population, ages 7-12, female",SP.POP.0712.FE.UN," 1,175,638.00 "," 1,163,814.00 "," 1,158,777.00 "," 1,159,225.00 "," 1,163,445.00 "," 1,170,153.00 "," 1,178,307.00 "," 1,187,947.00 "," 1,200,140.00 "," 1,216,565.00 "," 1,238,137.00 "," 1,265,039.00 "
Spain,ESP,"Population, ages 7-12, male",SP.POP.0712.MA.UN," 1,242,360.00 "," 1,229,944.00 "," 1,224,293.00 "," 1,224,221.00 "," 1,228,174.00 "," 1,234,996.00 "," 1,243,616.00 "," 1,254,037.00 "," 1,267,412.00 "," 1,285,523.00 "," 1,309,327.00 "," 1,339,055.00 "
Spain,ESP,"Population, ages 7-12, total",SP.POP.0712.TO.UN," 2,417,998.00 "," 2,393,758.00 "," 2,383,070.00 "," 2,383,446.00 "," 2,391,619.00 "," 2,405,149.00 "," 2,421,923.00 "," 2,441,984.00 "," 2,467,552.00 "," 2,502,088.00 "," 2,547,464.00 "," 2,604,094.00 "
Spain,ESP,"Population, ages 7-13, female",SP.POP.0713.FE.UN," 1,389,468.00 "," 1,373,394.00 "," 1,366,168.00 "," 1,365,721.00 "," 1,369,232.00 "," 1,374,653.00 "," 1,380,588.00 "," 1,387,392.00 "," 1,396,829.00 "," 1,411,608.00 "," 1,433,353.00 "," 1,462,410.00 "
Spain,ESP,"Population, ages 7-13, male",SP.POP.0713.MA.UN," 1,467,561.00 "," 1,450,853.00 "," 1,443,112.00 "," 1,442,302.00 "," 1,445,658.00 "," 1,451,181.00 "," 1,457,412.00 "," 1,464,704.00 "," 1,475,001.00 "," 1,491,250.00 "," 1,515,211.00 "," 1,547,303.00 "
Spain,ESP,"Population, ages 7-13, total",SP.POP.0713.TO.UN," 2,857,029.00 "," 2,824,247.00 "," 2,809,280.00 "," 2,808,023.00 "," 2,814,890.00 "," 2,825,834.00 "," 2,838,000.00 "," 2,852,096.00 "," 2,871,830.00 "," 2,902,858.00 "," 2,948,564.00 "," 3,009,713.00 "
Spain,ESP,"Population, ages 7-9, female",SP.POP.0709.FE.UN," 572,398.00 "," 568,447.00 "," 566,437.00 "," 566,721.00 "," 569,861.00 "," 576,158.00 "," 585,523.00 "," 597,447.00 "," 611,274.00 "," 626,147.00 "," 641,305.00 "," 656,477.00 "
Spain,ESP,"Population, ages 7-9, male",SP.POP.0709.MA.UN," 605,949.00 "," 601,469.00 "," 598,674.00 "," 598,162.00 "," 600,835.00 "," 607,234.00 "," 617,335.00 "," 630,521.00 "," 645,981.00 "," 662,623.00 "," 679,502.00 "," 696,310.00 "
Spain,ESP,"Population, ages 7-9, total",SP.POP.0709.TO.UN," 1,178,347.00 "," 1,169,916.00 "," 1,165,111.00 "," 1,164,883.00 "," 1,170,696.00 "," 1,183,392.00 "," 1,202,858.00 "," 1,227,968.00 "," 1,257,255.00 "," 1,288,770.00 "," 1,320,807.00 "," 1,352,787.00 "
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN," 20,655,427.00 "," 20,781,269.00 "," 21,057,122.00 "," 21,420,496.00 "," 21,772,138.00 "," 22,122,529.00 "," 22,478,916.00 "," 22,878,702.00 "," 23,231,169.00 "," 23,432,569.00 "," 23,548,789.00 "," 23,656,308.00 "
Spain,ESP,"Population, female (% of total)",SP.POP.TOTL.FE.ZS, 50.92 , 50.87 , 50.82 , 50.77 , 50.73 , 50.68 , 50.63 , 50.59 , 50.55 , 50.54 , 50.56 , 50.61 
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN," 19,912,437.00 "," 20,069,143.00 "," 20,374,436.00 "," 20,767,149.00 "," 21,149,757.00 "," 21,530,626.00 "," 21,918,403.00 "," 22,348,101.00 "," 22,722,937.00 "," 22,930,377.00 "," 23,028,108.00 "," 23,086,389.00 "
Spain,ESP,"Population, male (% of total)",SP.POP.TOTL.MA.ZS, 49.08 , 49.13 , 49.18 , 49.23 , 49.27 , 49.32 , 49.37 , 49.41 , 49.45 , 49.46 , 49.44 , 49.39 
Spain,ESP,"Population, total",SP.POP.TOTL," 40,567,864.00 "," 40,850,412.00 "," 41,431,558.00 "," 42,187,645.00 "," 42,921,895.00 "," 43,653,155.00 "," 44,397,319.00 "," 45,226,803.00 "," 45,954,106.00 "," 46,362,946.00 "," 46,576,897.00 "," 46,742,697.00 "
Spain,ESP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS, 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 , 0.40 
Spain,ESP,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,,,,, 102.41 ,, 96.82 , 98.40 , 100.10 , 102.49 , 103.46 , 102.39 
Spain,ESP,"Primary completion rate, female (%)",SE.PRM.CMPT.FE.ZS,,,,, 102.63 ,, 96.60 , 98.36 , 100.37 , 102.73 , 102.94 , 102.69 
Spain,ESP,"Primary completion rate, gender parity index (GPI)",UIS.AIR.1.GLAST.GPI,,,,, 1.00 ,, 1.00 , 1.00 , 1.01 , 1.00 , 0.99 , 1.01 
Spain,ESP,"Primary completion rate, male (%)",SE.PRM.CMPT.MA.ZS,,,,, 102.21 ,, 97.03 , 98.44 , 99.83 , 102.26 , 103.95 , 102.11 
Spain,ESP,"Rate of out-of-school adolescents of lower secondary school age, both sexes (%)",UIS.ROFST.2, 2.60 , 1.63 , 0.72 , 0.59 , 0.84 , 0.45 , 0.25 , 0.18 , 0.32 , 0.30 , 0.34 , 0.06 
Spain,ESP,"Rate of out-of-school adolescents of lower secondary school age, female (%)",UIS.ROFST.2.F, 2.28 , 1.07 , 0.19 ,,,,,,,,,
Spain,ESP,"Rate of out-of-school adolescents of lower secondary school age, male (%)",UIS.ROFST.2.M, 2.90 , 2.16 , 1.22 ,,,,,,,,,
Spain,ESP,"Rate of out-of-school children of primary school age in pre-primary education, both sexes (%)",UIS.ROFSPPT.1,,,,,,,,,,,,
Spain,ESP,"Rate of out-of-school children of primary school age in pre-primary education, female (%)",UIS.ROFSPPT.1.F,,,,,,,,,,,,
Spain,ESP,"Rate of out-of-school children of primary school age in pre-primary education, male (%)",UIS.ROFSPPT.1.M,,,,,,,,,,,,
Spain,ESP,"Rate of out-of-school children of primary school age, both sexes (%)",UIS.ROFST.1, 0.18 , 0.23 , 0.17 , 0.13 , 0.25 , 0.31 , 0.23 , 0.12 , 0.14 , 0.29 , 0.39 , 0.32 
Spain,ESP,"Rate of out-of-school children of primary school age, female (%)",UIS.ROFST.1.F, 0.02 , 0.07 , 0.06 , 0.10 , 0.17 , 0.41 , 0.38 , 0.16 , 0.07 , 0.09 , 0.16 , 0.16 
Spain,ESP,"Rate of out-of-school children of primary school age, male (%)",UIS.ROFST.1.M, 0.33 , 0.39 , 0.28 , 0.17 , 0.31 , 0.21 , 0.08 , 0.09 , 0.22 , 0.48 , 0.61 , 0.48 
Spain,ESP,"Rate of out-of-school youth of upper secondary school age, both sexes (%)",UIS.ROFST.3.CP, 18.77 , 17.12 , 17.02 , 16.93 , 15.47 , 12.90 , 12.64 , 12.01 , 11.83 , 10.66 , 8.14 , 7.67 
Spain,ESP,"Rate of out-of-school youth of upper secondary school age, female (%)",UIS.ROFST.3.F.CP, 16.02 , 14.14 , 13.58 , 13.49 , 11.83 , 10.10 , 9.46 , 8.92 , 9.08 , 8.16 , 6.82 , 6.79 
Spain,ESP,"Rate of out-of-school youth of upper secondary school age, male (%)",UIS.ROFST.3.M.CP, 21.36 , 19.93 , 20.27 , 20.17 , 18.90 , 15.53 , 15.63 , 14.93 , 14.42 , 13.01 , 9.38 , 8.50 
 ,ESP,"School life expectancy, primary and lower secondary, both sexes (years)",UIS.SLE.12, 10.62 , 10.60 , 10.61 , 10.71 , 10.79 , 10.78 , 10.81 , 10.90 , 11.00 , 11.06 , 11.16 , 11.19 
Spain,ESP,"School life expectancy, primary and lower secondary, female (years)",UIS.SLE.12.F, 10.60 , 10.59 , 10.59 , 10.70 , 10.79 , 10.76 , 10.77 , 10.87 , 10.99 , 11.05 , 11.12 , 11.14 
Spain,ESP,"School life expectancy, primary and lower secondary, male (years)",UIS.SLE.12.M, 10.64 , 10.62 , 10.63 , 10.72 , 10.78 , 10.81 , 10.84 , 10.92 , 11.01 , 11.07 , 11.21 , 11.24 
Spain,ESP,"School life expectancy, primary and secondary, both sexes (years)",UIS.SLE.123, 12.64 , 12.69 , 12.68 , 12.70 , 12.80 , 12.93 , 12.98 , 13.10 , 13.21 , 13.28 , 13.52 , 13.67 
Spain,ESP,"School life expectancy, primary and secondary, female (years)",UIS.SLE.123.F, 12.82 , 12.84 , 12.84 , 12.84 , 12.96 , 13.07 , 13.11 , 13.24 , 13.35 , 13.39 , 13.56 , 13.67 
Spain,ESP,"School life expectancy, primary and secondary, gender parity index (GPI)",UIS.SLE.123.GPI, 1.03 , 1.02 , 1.03 , 1.02 , 1.02 , 1.02 , 1.02 , 1.02 , 1.02 , 1.02 , 1.01 , 1.00 
Spain,ESP,"School life expectancy, primary and secondary, male (years)",UIS.SLE.123.M, 12.48 , 12.54 , 12.52 , 12.56 , 12.65 , 12.80 , 12.86 , 12.96 , 13.08 , 13.18 , 13.48 , 13.68 
Spain,ESP,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE, 15.71 , 15.68 , 15.61 , 15.63 , 15.77 , 15.90 , 15.97 , 16.11 , 16.28 , 16.43 , 16.86 , 17.22 
Spain,ESP,"School life expectancy, primary to tertiary, female (years)",SE.SCH.LIFE.FE, 16.13 , 16.07 , 16.06 , 16.07 , 16.28 , 16.38 , 16.46 , 16.63 , 16.80 , 16.94 , 17.31 , 17.63 
Spain,ESP,"School life expectancy, primary to tertiary, gender parity index (GPI)",UIS.SLE.1T6.GPI, 1.05 , 1.05 , 1.06 , 1.06 , 1.06 , 1.06 , 1.06 , 1.06 , 1.06 , 1.06 , 1.05 , 1.05 
Spain,ESP,"School life expectancy, primary to tertiary, male (years)",SE.SCH.LIFE.MA, 15.32 , 15.31 , 15.19 , 15.22 , 15.29 , 15.44 , 15.51 , 15.62 , 15.79 , 15.95 , 16.44 , 16.83 
Spain,ESP,"School life expectancy, primary, both sexes (years)",UIS.SLE.1, 6.25 , 6.23 , 6.20 , 6.20 , 6.21 , 6.18 , 6.22 , 6.33 , 6.42 , 6.43 , 6.36 , 6.30 
Spain,ESP,"School life expectancy, primary, female (years)",UIS.SLE.1.F, 6.23 , 6.21 , 6.18 , 6.16 , 6.18 , 6.14 , 6.18 , 6.29 , 6.39 , 6.41 , 6.34 , 6.28 
Spain,ESP,"School life expectancy, primary, gender parity index (GPI)",UIS.SLE.1.GPI, 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 
Spain,ESP,"School life expectancy, primary, male (years)",UIS.SLE.1.M, 6.27 , 6.25 , 6.23 , 6.23 , 6.24 , 6.22 , 6.26 , 6.36 , 6.44 , 6.45 , 6.37 , 6.32 
Spain,ESP,"School life expectancy, secondary, both sexes (years)",UIS.SLE.23, 6.39 , 6.46 , 6.47 , 6.50 , 6.59 , 6.75 , 6.76 , 6.77 , 6.80 , 6.85 , 7.16 , 7.37 
Spain,ESP,"School life expectancy, secondary, female (years)",UIS.SLE.23.F, 6.58 , 6.64 , 6.66 , 6.68 , 6.78 , 6.93 , 6.93 , 6.95 , 6.96 , 6.98 , 7.22 , 7.38 
Spain,ESP,"School life expectancy, secondary, gender parity index (GPI)",UIS.SLE.23.GPI, 1.06 , 1.05 , 1.06 , 1.05 , 1.06 , 1.05 , 1.05 , 1.05 , 1.05 , 1.04 , 1.02 , 1.00 
Spain,ESP,"School life expectancy, secondary, male (years)",UIS.SLE.23.M, 6.21 , 6.29 , 6.29 , 6.34 , 6.41 , 6.58 , 6.60 , 6.60 , 6.64 , 6.72 , 7.10 , 7.35 
Spain,ESP,"School life expectancy, tertiary, both sexes (years)",UIS.SLE.56, 2.82 , 2.87 , 2.89 , 2.93 , 2.97 , 2.96 , 2.99 , 3.01 , 3.07 , 3.15 , 3.35 , 3.54 
Spain,ESP,"School life expectancy, tertiary, female (years)",UIS.SLE.56.F, 3.07 , 3.10 , 3.17 , 3.23 , 3.31 , 3.31 , 3.35 , 3.38 , 3.45 , 3.55 , 3.75 , 3.96 
Spain,ESP,"School life expectancy, tertiary, gender parity index (GPI)",UIS.SLE.56.GPI, 1.18 , 1.17 , 1.21 , 1.22 , 1.25 , 1.25 , 1.26 , 1.27 , 1.27 , 1.28 , 1.27 , 1.26 
Spain,ESP,"School life expectancy, tertiary, male (years)",UIS.SLE.56.M, 2.59 , 2.65 , 2.62 , 2.65 , 2.64 , 2.64 , 2.65 , 2.66 , 2.71 , 2.77 , 2.96 , 3.15 
Spain,ESP,"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS, 19.80 , 18.60 , 18.80 , 18.50 , 18.20 , 21.20 , 19.70 , 19.50 , 19.60 , 22.80 , 22.80 , 24.70 
Spain,ESP,"Share of youth not in education, employment, or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS, 10.90 , 10.10 , 10.70 , 10.80 , 11.10 , 13.40 , 12.40 , 12.10 , 14.10 , 22.70 , 24.70 , 24.20 
Spain,ESP,"Share of youth not in education, employment, or training, total (% of youth population)",SL.UEM.NEET.ZS, 15.30 , 14.20 , 14.60 , 14.60 , 14.60 , 17.20 , 15.90 , 15.70 , 16.80 , 22.70 , 23.70 , 24.40 
Spain,ESP,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR," 174,638.00 "," 175,135.00 "," 177,797.00 "," 179,324.00 "," 179,271.00 "," 180,710.00 "," 184,147.00 "," 199,256.00 "," 211,320.00 "," 212,648.00 "," 219,409.00 "," 223,644.00 "
Spain,ESP,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE," 120,588.00 "," 124,047.00 "," 126,179.00 "," 126,399.00 "," 123,693.00 "," 125,490.00 "," 129,821.00 "," 143,436.00 "," 158,912.00 "," 158,010.00 "," 164,597.00 "," 168,472.00 "
Spain,ESP,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR," 285,179.00 "," 292,759.00 "," 281,206.00 "," 274,801.00 "," 276,928.00 "," 280,030.00 "," 282,222.00 "," 285,033.00 "," 284,084.00 "," 290,569.00 "," 294,775.00 "," 293,861.00 "
