Country Name,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
United Kingdom,"Out-of-school youth of upper secondary school age, both sexes (number)",UIS.OFST.3.CP," 269,973.00 "," 261,574.00 "," 215,259.00 "," 236,380.00 "," 158,072.00 "," 166,962.00 "," 295,181.00 "," 317,481.00 "," 311,028.00 "," 290,412.00 "," 247,214.00 "," 320,366.00 "
United Kingdom,"Out-of-school youth of upper secondary school age, female (number)",UIS.OFST.3.F.CP," 114,336.00 "," 112,066.00 "," 83,274.00 "," 76,736.00 "," 39,656.00 "," 37,090.00 "," 105,183.00 "," 121,565.00 "," 126,129.00 "," 123,924.00 "," 114,042.00 "," 157,249.00 "
United Kingdom,"Out-of-school youth of upper secondary school age, male (number)",UIS.OFST.3.M.CP," 155,637.00 "," 149,508.00 "," 131,985.00 "," 159,644.00 "," 118,416.00 "," 129,872.00 "," 189,998.00 "," 195,916.00 "," 184,899.00 "," 166,488.00 "," 133,172.00 "," 163,117.00 "
United Kingdom,"Out-of-school youth of upper secondary school age, percentage female (%)",UIS.FOFSTP.3, 42.35 , 42.84 , 38.69 , 32.46 , 25.09 , 22.21 , 35.63 , 38.29 , 40.55 , 42.67 , 46.13 , 49.08 
United Kingdom,"Percentage of all inbound internationally mobile students in tertiary education in the host country who are female, (%)",UIS.FEP.56.FOREIGN, 47.25 , 47.85 , 48.46 , 48.33 , 47.45 , 47.38 , 47.84 , 47.68 , 47.74 , 47.17 , 48.12 , 47.84 
United Kingdom,"Percentage of all students in tertiary education enrolled in ISCED 5, both sexes (%)",UIS.TEP.5.B, 30.24 , 31.18 , 31.73 , 32.72 , 22.82 , 22.61 , 21.91 , 21.85 , 22.39 , 21.81 , 19.53 , 17.83 
United Kingdom,"Percentage of all students in tertiary education enrolled in ISCED 8, both sexes (%)",UIS.TEP.8, 3.67 , 3.64 , 3.80 , 3.72 , 3.98 , 4.00 , 4.03 , 4.21 , 3.47 , 3.38 , 3.44 , 3.61 
United Kingdom,Percentage of enrolment in lower secondary education in private institutions (%),UIS.PRP.2, 6.45 , 6.48 , 6.63 , 6.78 , 6.36 , 6.69 , 6.26 , 5.77 , 11.19 , 14.90 , 16.98 , 22.81 
United Kingdom,Percentage of enrolment in pre-primary education in private institutions (%),SE.PRE.PRIV.ZS, 6.00 , 6.00 , 6.16 , 6.64 , 8.53 ,, 29.04 ,, 29.48 , 28.15 , 20.98 , 28.85 
United Kingdom,Percentage of enrolment in primary education in private institutions (%),SE.PRM.PRIV.ZS, 4.69 , 4.78 , 4.87 , 4.91 , 5.03 , 5.26 , 5.34 , 5.33 , 4.98 , 5.06 , 5.04 , 5.07 
United Kingdom,Percentage of enrolment in secondary education in private institutions (%),SE.SEC.PRIV.ZS, 26.05 , 25.74 , 26.81 , 26.33 , 28.91 , 29.52 , 24.95 , 24.87 , 25.95 , 27.44 , 29.32 , 29.43 
United Kingdom,Percentage of enrolment in tertiary education in private institutions (%),SE.TER.PRIV.ZS, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
United Kingdom,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3, 40.89 , 40.34 , 41.63 , 40.69 , 44.34 , 45.22 , 38.86 , 38.64 , 37.23 , 37.48 , 39.16 , 35.40 
United Kingdom,"Percentage of female graduates from tertiary education graduating from Agriculture programmes, female (%)",SE.TER.GRAD.AG.FE.ZS, 2.17 , 2.63 , 2.88 , 2.92 , 2.62 , 2.39 , 2.01 , 1.71 , 1.55 , 1.36 , 1.35 , 1.36 
United Kingdom,"Percentage of female graduates from tertiary education graduating from Education programmes, female (%)",SE.TER.GRAD.ED.FE.ZS, 11.99 , 13.47 , 13.72 , 13.29 , 12.48 , 13.51 , 14.06 , 14.28 , 14.47 , 14.37 , 14.59 , 14.13 
United Kingdom,"Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)",SE.TER.GRAD.EN.FE.ZS, 9.28 , 10.00 , 9.51 , 9.68 , 6.82 , 6.55 , 6.46 , 6.79 , 6.64 , 6.96 , 6.96 , 7.06 
United Kingdom,"Percentage of female graduates from tertiary education graduating from Health and Welfare programmes, female (%)",SE.TER.GRAD.HL.FE.ZS, 3.21 , 3.48 , 3.40 , 3.05 , 2.91 , 2.86 , 3.10 , 3.15 , 3.39 , 3.46 , 3.70 , 3.66 
United Kingdom,"Percentage of female graduates from tertiary education graduating from Humanities and Arts programmes, female (%)",SE.TER.GRAD.HU.FE.ZS, 15.63 , 16.78 , 16.30 , 16.53 , 16.81 , 16.65 , 16.54 , 17.04 , 17.29 , 17.22 , 17.15 , 17.53 
United Kingdom,"Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)",SE.TER.GRAD.OT.FE.ZS, 10.85 , -   , -   , -   , 1.78 , 1.28 , 1.47 , 1.26 , 1.01 , 0.98 , 1.02 , 0.89 
United Kingdom,"Percentage of female graduates from tertiary education graduating from Science programmes, female (%)",SE.TER.GRAD.SC.FE.ZS, 16.78 , 16.88 , 17.17 , 18.20 , 18.05 , 17.59 , 17.30 , 17.03 , 16.81 , 17.23 , 17.65 , 17.98 
United Kingdom,"Percentage of female graduates from tertiary education graduating from Services programmes, female (%)",SE.TER.GRAD.SV.FE.ZS, 1.07 , 1.19 , 1.18 , 1.02 , 0.99 , 0.94 , 0.91 , 0.92 , 0.94 , 0.98 , 0.99 , 1.10 
United Kingdom,"Percentage of female graduates from tertiary education graduating from Social Sciences, Business and Law programmes, female (%)",SE.TER.GRAD.SS.FE.ZS, 10.73 , 8.19 , 8.30 , 7.87 , 12.07 , 12.18 , 12.20 , 12.06 , 11.92 , 12.21 , 12.21 , 12.57 
United Kingdom,"Percentage of female students enrolled in primary education who are over-age, female (%)",UIS.OAEP.1.F, -   , -   , -   , -   , 2.61 , 1.64 , 1.57 , 1.41 , 0.97 , 1.00 , 0.97 , 0.91 
United Kingdom,"Percentage of female students enrolled in primary education who are under-age, female (%)",UIS.UAEP.1.F,,,,, 4.72 , 5.02 , 4.74 , 5.04 , 5.02 , 5.03 , 5.06 , 5.03 
United Kingdom,"Percentage of female students in lower secondary education enrolled in general programmes, female (%)",UIS.GTVP.2.GPV.F, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
United Kingdom,"Percentage of female students in secondary education enrolled in general programmes, female (%)",UIS.GTVP.23.GPV.F, 80.22 , 80.64 , 79.43 , 80.32 , 77.06 , 76.69 , 82.03 , 81.81 , 86.82 , 87.78 , 87.20 , 91.25 
United Kingdom,"Percentage of female students in secondary education enrolled in vocational programmes, female (%)",SE.SEC.ENRL.FE.VO.ZS, 19.78 , 19.36 , 20.57 , 19.68 , 22.94 , 23.31 , 17.97 , 18.19 , 13.18 , 12.22 , 12.80 , 8.75 
United Kingdom,"Percentage of female students in tertiary education enrolled in Agriculture programmes, female (%)",UIS.FOSEP.56.F600.F,, 1.19 , 1.08 , 0.89 , 0.93 , 0.93 , 0.99 , 0.94 , 1.06 , 1.06 , 1.09 , 1.18 
United Kingdom,"Percentage of female students in tertiary education enrolled in Education programmes, female (%)",UIS.FOSEP.56.F140.F,, 10.41 , 11.15 , 9.64 , 11.09 , 11.36 , 11.49 , 11.99 , 11.53 , 11.94 , 11.97 , 11.88 
United Kingdom,"Percentage of female students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, female (%)",UIS.FOSEP.56.F500.F,, 3.20 , 2.91 , 2.57 , 2.66 , 2.71 , 2.83 , 2.99 , 2.75 , 2.79 , 2.88 , 2.89 
United Kingdom,"Percentage of female students in tertiary education enrolled in Health and Welfare programmes, female (%)",UIS.FOSEP.56.F700.F,, 28.77 , 28.00 , 23.34 , 25.08 , 25.48 , 25.63 , 21.57 , 24.55 , 24.28 , 24.05 , 23.79 
United Kingdom,"Percentage of female students in tertiary education enrolled in Humanities and Arts programmes, female (%)",UIS.FOSEP.56.F200.F,, 19.21 , 22.18 , 17.19 , 18.31 , 18.06 , 18.24 , 18.35 , 18.04 , 17.34 , 17.46 , 17.56 
United Kingdom,Percentage of female students in tertiary education enrolled in ISCED 5,UIS.TEP.5.B.F, 32.35 , 33.25 , 34.34 , 35.58 , 26.69 , 26.29 , 25.37 , 25.20 , 25.56 , 24.80 , 22.24 , 20.26 
United Kingdom,Percentage of female students in tertiary education enrolled in ISCED 8,UIS.TEP.8.F, 2.78 , 2.80 , 2.94 , 2.86 , 3.06 , 3.10 , 3.14 , 3.32 , 2.82 , 2.76 , 2.86 , 3.02 
United Kingdom,"Percentage of female students in tertiary education enrolled in Science programmes, female (%)",UIS.FOSEP.56.F400.F,, 12.78 , 11.61 , 8.60 , 9.16 , 8.98 , 8.80 , 8.69 , 8.34 , 8.36 , 8.60 , 8.60 
United Kingdom,"Percentage of female students in tertiary education enrolled in Services programmes, female (%)",UIS.FOSEP.56.F800.F,, 1.27 , 1.09 ,, 0.74 , 0.73 , 0.77 , 4.29 , 1.60 , 1.65 , 1.71 , 1.77 
United Kingdom,"Percentage of female students in tertiary education enrolled in Social Sciences, Business and Law programmes, female (%)",UIS.FOSEP.56.F300.F,, 23.18 , 21.98 , 25.01 , 26.32 , 26.05 , 25.98 , 25.85 , 25.50 , 25.92 , 26.67 , 27.01 
United Kingdom,"Percentage of female students in upper secondary education enrolled in general programmes, female (%)",UIS.GTVP.3.GPV.F, 65.42 , 66.08 , 64.44 , 66.20 , 61.72 , 61.01 , 68.85 , 68.85 , 77.19 , 78.43 , 77.37 , 83.70 
United Kingdom,"Percentage of female students in upper secondary education enrolled in vocational programmes, female (%)",UIS.GTVP.3.V.F, 34.58 , 33.92 , 35.56 , 33.80 , 38.28 , 38.99 , 31.15 , 31.15 , 22.81 , 21.57 , 22.63 , 16.30 
United Kingdom,Percentage of graduates from Agriculture programmes in tertiary education who are female (%),SE.TER.GRAD.FE.AG.ZS, 49.49 , 52.91 , 55.52 , 56.23 , 59.79 , 60.92 , 60.89 , 62.46 , 63.55 , 62.03 , 62.87 , 64.12 
United Kingdom,Percentage of graduates from Education programmes in tertiary education who are female (%),SE.TER.GRAD.FE.ED.ZS, 71.99 , 72.23 , 72.11 , 71.38 , 72.92 , 73.71 , 74.27 , 74.78 , 75.00 , 75.81 , 75.13 , 75.46 
United Kingdom,"Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)",SE.TER.GRAD.FE.EN.ZS, 18.05 , 17.86 , 18.55 , 19.21 , 20.06 , 19.97 , 21.16 , 21.10 , 22.12 , 21.36 , 21.17 , 21.42 
United Kingdom,Percentage of graduates from Health and Welfare programmes in tertiary education who are female (%),SE.TER.GRAD.FE.HL.ZS, 79.10 , 79.66 , 79.40 , 79.70 , 80.41 , 80.51 , 80.09 , 79.58 , 78.69 , 77.86 , 77.33 , 76.78 
United Kingdom,Percentage of graduates from Humanities and Arts programmes in tertiary education who are female (%),SE.TER.GRAD.FE.HU.ZS, 61.62 , 61.88 , 62.26 , 61.73 , 63.33 , 62.78 , 62.32 , 62.42 , 61.97 , 61.66 , 61.56 , 61.86 
United Kingdom,Percentage of graduates from non-science and non-technology fields in tertiary education who are female (%),UIS.FGP.56.FNON400500, 63.50 , 64.66 , 65.03 , 64.82 , 65.75 , 65.93 , 65.78 , 65.64 , 65.15 , 64.72 , 64.07 , 63.85 
United Kingdom,Percentage of graduates from programmes in unspecified fields in tertiary education who are female (%),SE.TER.GRAD.FE.OT.ZS, 55.85 ,,,, 55.90 , 56.69 , 58.71 , 59.28 , 60.50 , 61.12 , 61.47 , 60.59 
United Kingdom,Percentage of graduates from Science and Technology programmes in tertiary education who are female (%),UIS.FGP.56.F400500, 32.31 , 32.69 , 32.96 , 34.38 , 31.22 , 30.77 , 30.77 , 31.10 , 31.21 , 30.86 , 30.10 , 30.25 
United Kingdom,Percentage of graduates from Science programmes in tertiary education who are female (%),SE.TER.GRAD.FE.SC.ZS, 41.49 , 41.94 , 41.53 , 42.19 , 37.44 , 36.91 , 36.67 , 37.51 , 37.38 , 37.60 , 36.82 , 36.67 
United Kingdom,Percentage of graduates from Services programmes in tertiary education who are female (%),SE.TER.GRAD.FE.SV.ZS,, 62.16 , 65.41 , 66.54 , 67.94 , 66.05 , 62.86 , 63.35 , 58.59 , 58.66 , 59.02 , 59.46 
United Kingdom,"Percentage of graduates from Social Sciences, Business and Law programmes in tertiary education who are female (%)",SE.TER.GRAD.FE.SS.ZS, 55.02 , 53.50 , 54.04 , 53.97 , 56.35 , 56.28 , 56.11 , 55.74 , 55.31 , 55.16 , 54.51 , 54.52 
United Kingdom,"Percentage of graduates from tertiary education graduating from Agriculture programmes, both sexes (%)",SE.TER.GRAD.AG.ZS, 4.85 , 5.77 , 6.30 , 6.59 , 6.17 , 5.92 , 5.31 , 4.80 , 4.32 , 4.03 , 4.09 , 4.10 
United Kingdom,"Percentage of graduates from tertiary education graduating from Education programmes, both sexes (%)",SE.TER.GRAD.ED.ZS, 9.14 , 10.43 , 10.74 , 10.60 , 9.88 , 10.64 , 10.99 , 11.10 , 11.17 , 10.87 , 10.96 , 10.55 
United Kingdom,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, both sexes (%)",SE.TER.GRAD.EN.ZS, 10.31 , 11.07 , 10.52 , 10.44 , 8.39 , 8.15 , 8.11 , 8.36 , 8.36 , 8.67 , 8.66 , 8.84 
United Kingdom,"Percentage of graduates from tertiary education graduating from Health and Welfare programmes, both sexes (%)",SE.TER.GRAD.HL.ZS, 9.76 , 10.67 , 10.14 , 8.88 , 8.21 , 8.13 , 8.36 , 8.53 , 8.73 , 9.12 , 9.71 , 9.50 
United Kingdom,"Percentage of graduates from tertiary education graduating from Humanities and Arts programmes, both sexes (%)",SE.TER.GRAD.HU.ZS, 13.92 , 15.16 , 14.78 , 15.25 , 15.32 , 15.40 , 15.42 , 15.86 , 16.15 , 16.02 , 15.72 , 15.95 
United Kingdom,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)",SE.TER.GRAD.OT.ZS, 10.67 , -   , -   , -   , 1.84 , 1.31 , 1.46 , 1.24 , 0.96 , 0.92 , 0.94 , 0.83 
United Kingdom,"Percentage of graduates from tertiary education graduating from Science programmes, both sexes (%)",SE.TER.GRAD.SC.ZS, 17.76 , 18.24 , 18.43 , 19.62 , 19.66 , 19.30 , 19.07 , 18.99 , 18.93 , 19.38 , 19.80 , 20.10 
United Kingdom,"Percentage of graduates from tertiary education graduating from Services programmes, both sexes (%)",SE.TER.GRAD.SV.ZS, 1.19 , 1.26 , 1.20 , 1.04 , 0.96 , 0.89 , 0.87 , 0.86 , 0.86 , 0.90 , 0.89 , 0.97 
United Kingdom,"Percentage of graduates from tertiary education graduating from Social Sciences, Business and Law programmes, both sexes (%)",SE.TER.GRAD.SS.ZS, 9.70 , 7.97 , 8.16 , 7.89 , 11.20 , 11.41 , 11.46 , 11.33 , 11.13 , 11.22 , 11.13 , 11.45 
United Kingdom,Percentage of graduates from tertiary education who are female (%),SE.TER.GRAD.FE.ZS, 54.91 , 55.92 , 56.42 , 56.97 , 57.74 , 58.05 , 58.09 , 58.10 , 57.88 , 57.34 , 56.45 , 56.32 
United Kingdom,Percentage of graduates from tertiary ISCED 5 programmes who are female (%),UIS.FGP.5.B, 59.04 , 60.53 , 61.06 , 61.90 , 66.96 , 67.05 , 67.09 , 65.86 , 64.78 , 63.85 , 61.66 , 61.89 
United Kingdom,Percentage of graduates from tertiary ISCED 8 programmes who are female (%),UIS.FGP.8, 38.32 , 39.55 , 41.63 , 41.45 , 43.09 , 43.28 , 43.33 , 44.14 , 44.75 , 44.85 , 45.22 , 45.23 
United Kingdom,"Percentage of male graduates from tertiary education graduating from Agriculture programmes, male (%)",UIS.FOSGP.56.F600.M, 1.33 , 1.34 , 1.22 , 1.06 , 0.91 , 0.83 , 0.81 , 0.77 , 0.74 , 0.80 , 0.76 , 0.80 
United Kingdom,"Percentage of male graduates from tertiary education graduating from Education programmes, male (%)",UIS.FOSGP.56.F140.M, 5.68 , 6.57 , 6.87 , 7.05 , 6.33 , 6.67 , 6.75 , 6.68 , 6.63 , 6.16 , 6.26 , 5.93 
United Kingdom,"Percentage of male graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, male (%)",UIS.FOSGP.56.F500.M, 17.74 , 19.58 , 18.72 , 16.45 , 15.33 , 15.28 , 15.51 , 15.88 , 15.93 , 16.61 , 17.38 , 16.93 
United Kingdom,"Percentage of male graduates from tertiary education graduating from Health and Welfare programmes, male (%)",UIS.FOSGP.56.F700.M, 5.89 , 8.42 , 8.83 , 8.98 , 8.24 , 8.49 , 8.69 , 8.90 , 9.23 , 9.16 , 8.73 , 8.65 
United Kingdom,"Percentage of male graduates from tertiary education graduating from Humanities and Arts programmes, male (%)",UIS.FOSGP.56.F200.M, 11.85 , 13.11 , 12.80 , 13.57 , 13.30 , 13.66 , 13.87 , 14.23 , 14.58 , 14.40 , 13.88 , 13.93 
United Kingdom,"Percentage of male graduates from tertiary education graduating from programmes in unspecified fields, male (%)",UIS.FOSGP.56.FUK.M, 10.44 ,,,, 1.92 , 1.36 , 1.44 , 1.20 , 0.90 , 0.83 , 0.83 , 0.75 
United Kingdom,"Percentage of male graduates from tertiary education graduating from Science programmes, male (%)",UIS.FOSGP.56.F400.M, 19.67 , 22.18 , 22.58 , 22.87 , 21.56 , 21.16 , 20.27 , 19.63 , 18.85 , 18.57 , 18.50 , 18.75 
United Kingdom,"Percentage of male graduates from tertiary education graduating from Services programmes, male (%)",UIS.FOSGP.56.F800.M,, 1.16 , 0.94 , 0.59 , 0.53 , 0.56 , 0.67 , 0.68 , 1.24 , 1.29 , 1.36 , 1.41 
United Kingdom,"Percentage of male graduates from tertiary education graduating from Social Sciences, Business and Law programmes, male (%)",UIS.FOSGP.56.F300.M, 27.40 , 27.64 , 28.05 , 29.43 , 31.87 , 32.00 , 31.98 , 32.03 , 31.89 , 32.16 , 32.31 , 32.86 
United Kingdom,"Percentage of male students enrolled in primary education who are over-age, male (%)",UIS.OAEP.1.M, -   , -   , -   , -   , 2.71 , 1.76 , 1.62 , 1.46 , 1.21 , 1.24 , 1.22 , 1.15 
United Kingdom,"Percentage of male students enrolled in primary education who are under-age, male (%)",UIS.UAEP.1.M,,,,, 4.70 , 5.00 , 4.72 , 5.08 , 5.03 , 4.96 , 5.27 , 4.99 
United Kingdom,"Percentage of male students in lower secondary education enrolled in general programmes, male (%)",UIS.GTVP.2.GPV.M, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
United Kingdom,"Percentage of male students in secondary education enrolled in general programmes, male (%)",UIS.GTVP.23.GPV.M, 79.94 , 80.16 , 79.12 , 81.18 , 77.05 , 76.58 , 81.54 , 80.93 , 86.42 , 87.19 , 86.35 , 90.72 
United Kingdom,"Percentage of male students in secondary education enrolled in vocational programmes, male (%)",SE.SEC.ENRL.MA.VO.ZS, 20.06 , 19.84 , 20.88 , 18.82 , 22.95 , 23.42 , 18.46 , 19.07 , 13.58 , 12.81 , 13.65 , 9.28 
United Kingdom,"Percentage of male students in tertiary education enrolled in Agriculture programmes, male (%)",UIS.FOSEP.56.F600.M,, 1.22 , 1.09 , 0.81 , 0.77 , 0.75 , 0.85 , 0.86 , 0.85 , 0.85 , 0.83 , 0.90 
United Kingdom,"Percentage of male students in tertiary education enrolled in Education programmes, male (%)",UIS.FOSEP.56.F140.M,, 5.19 , 5.97 , 4.81 , 5.23 , 5.34 , 5.40 , 5.36 , 4.88 , 5.10 , 5.07 , 4.97 
United Kingdom,"Percentage of male students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, male (%)",UIS.FOSEP.56.F500.M,, 19.31 , 18.93 , 14.30 , 15.18 , 15.30 , 15.38 , 15.67 , 15.43 , 15.64 , 15.79 , 15.75 
United Kingdom,"Percentage of male students in tertiary education enrolled in Health and Welfare programmes, male (%)",UIS.FOSEP.56.F700.M,, 9.60 , 9.82 , 8.20 , 8.88 , 9.18 , 9.58 , 8.62 , 9.67 , 9.62 , 9.54 , 9.56 
United Kingdom,"Percentage of male students in tertiary education enrolled in Humanities and Arts programmes, male (%)",UIS.FOSEP.56.F200.M,, 15.53 , 15.57 , 13.64 , 14.78 , 14.90 , 15.30 , 15.37 , 15.16 , 14.45 , 14.42 , 14.23 
United Kingdom,"Percentage of male students in tertiary education enrolled in Science programmes, male (%)",UIS.FOSEP.56.F400.M,, 22.99 , 22.23 , 19.61 , 21.50 , 21.14 , 20.21 , 19.67 , 19.03 , 19.01 , 19.49 , 19.77 
United Kingdom,"Percentage of male students in tertiary education enrolled in Services programmes, male (%)",UIS.FOSEP.56.F800.M,, 0.90 , 0.82 ,, 0.47 , 0.49 , 0.55 , 1.58 , 1.67 , 1.71 , 1.68 , 1.70 
United Kingdom,"Percentage of male students in tertiary education enrolled in Social Sciences, Business and Law programmes, male (%)",UIS.FOSEP.56.F300.M,, 25.27 , 25.56 , 25.30 , 28.07 , 27.93 , 28.34 , 28.38 , 27.95 , 28.21 , 28.71 , 28.73 
United Kingdom,"Percentage of male students in upper secondary education enrolled in general programmes, male (%)",UIS.GTVP.3.GPV.M, 64.57 , 65.03 , 63.66 , 67.05 , 60.98 , 60.12 , 67.62 , 67.00 , 75.58 , 76.50 , 75.06 , 81.99 
United Kingdom,"Percentage of male students in upper secondary education enrolled in vocational programmes, male (%)",UIS.GTVP.3.V.M, 35.43 , 34.97 , 36.34 , 32.95 , 39.02 , 39.88 , 32.38 , 33.00 , 24.42 , 23.50 , 24.94 , 18.01 
United Kingdom,Percentage of students enrolled in Agriculture programmes in tertiary education who are female (%),UIS.FEP.56.F600,, 54.01 , 54.89 , 58.20 , 61.61 , 62.32 , 61.05 , 59.53 , 62.56 , 62.32 , 62.95 , 62.74 
United Kingdom,Percentage of students enrolled in Education programmes in tertiary education who are female (%),UIS.FEP.56.F140,, 70.66 , 69.72 , 71.76 , 73.80 , 73.96 , 74.10 , 74.98 , 75.96 , 75.61 , 75.46 , 75.51 
United Kingdom,"Percentage of students enrolled in Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)",UIS.FEP.56.F500,, 16.59 , 15.94 , 18.58 , 18.88 , 19.13 , 19.81 , 20.36 , 19.27 , 19.14 , 19.21 , 19.17 
United Kingdom,Percentage of students enrolled in Health and Welfare programmes in tertiary education who are female (%),UIS.FEP.56.F700,, 78.24 , 77.87 , 78.30 , 78.95 , 78.76 , 78.24 , 77.02 , 77.26 , 76.98 , 76.66 , 76.25 
United Kingdom,Percentage of students enrolled in Humanities and Arts programmes in tertiary education who are female (%),UIS.FEP.56.F200,, 59.74 , 63.75 , 61.50 , 62.19 , 61.82 , 61.56 , 61.50 , 61.42 , 61.38 , 61.19 , 61.44 
United Kingdom,Percentage of students enrolled in programmes in unspecified fields in tertiary education who are female (%),UIS.FEP.56.FUK,,,, 54.84 , 59.72 , 60.59 , 61.66 , 61.27 , 62.29 , 61.98 , 61.91 , 61.09 
United Kingdom,Percentage of students enrolled in Science programmes in tertiary education who are female (%),UIS.FEP.56.F400,, 40.01 , 39.20 , 35.72 , 36.13 , 36.21 , 36.89 , 37.17 , 36.98 , 36.80 , 36.48 , 35.97 
United Kingdom,Percentage of students enrolled in Services programmes in tertiary education who are female (%),UIS.FEP.56.F800,, 62.83 , 62.00 ,, 67.36 , 66.76 , 65.07 , 78.46 , 56.21 , 56.04 , 56.98 , 57.35 
United Kingdom,"Percentage of students enrolled in Social Sciences, Business and Law programmes in tertiary education who are female (%)",UIS.FEP.56.F300,, 52.40 , 51.49 , 55.62 , 55.46 , 55.48 , 55.19 , 54.94 , 54.96 , 54.88 , 54.74 , 54.82 
United Kingdom,"Percentage of students in lower secondary education enrolled in general programmes, both sexes (%)",UIS.GTVP.2.GPV, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
United Kingdom,Percentage of students in lower secondary education who are female (%),UIS.FEP.2, 48.84 , 48.88 , 48.92 , 48.90 , 48.68 , 48.70 , 48.92 , 48.85 , 47.94 , 47.90 , 47.87 , 47.86 
United Kingdom,Percentage of students in lower secondary general education who are female (%),UIS.FEP.2.GPV, 48.84 , 48.88 , 48.92 , 48.90 , 48.68 , 48.70 , 48.92 , 48.85 , 47.94 , 47.90 , 47.87 , 47.86 
United Kingdom,Percentage of students in pre-primary education who are female (%),SE.PRE.ENRL.FE.ZS, 48.80 , 48.71 , 48.85 , 48.93 , 48.88 , 49.48 , 49.52 , 49.53 , 49.28 , 49.14 , 49.79 , 48.94 
United Kingdom,Percentage of students in primary education who are female (%),SE.PRM.ENRL.FE.ZS, 48.80 , 48.78 , 48.78 , 48.79 , 48.77 , 48.75 , 48.92 , 48.91 , 48.73 , 48.74 , 48.67 , 48.77 
United Kingdom,"Percentage of students in secondary education enrolled in general programmes, both sexes (%)",UIS.GTVP.23.GPV, 80.08 , 80.40 , 79.27 , 80.75 , 77.05 , 76.63 , 81.78 , 81.36 , 86.61 , 87.48 , 86.77 , 90.98 
United Kingdom,"Percentage of students in secondary education enrolled in vocational programmes, both sexes (%)",SE.SEC.ENRL.VO.ZS, 19.92 , 19.60 , 20.73 , 19.25 , 22.95 , 23.37 , 18.22 , 18.64 , 13.39 , 12.52 , 13.23 , 9.02 
United Kingdom,Percentage of students in secondary education who are female (%),SE.SEC.ENRL.FE.ZS, 49.18 , 49.07 , 49.15 , 49.57 , 49.37 , 49.35 , 49.33 , 49.20 , 49.19 , 49.10 , 48.91 , 49.00 
United Kingdom,Percentage of students in secondary general education who are female (%),SE.SEC.ENRL.GC.FE.ZS, 49.27 , 49.22 , 49.24 , 49.30 , 49.37 , 49.38 , 49.48 , 49.48 , 49.31 , 49.27 , 49.16 , 49.15 
United Kingdom,Percentage of students in secondary vocational education who are female (%),SE.SEC.ENRL.VO.FE.ZS, 48.82 , 48.45 , 48.77 , 50.69 , 49.36 , 49.23 , 48.66 , 48.02 , 48.44 , 47.92 , 47.31 , 47.54 
United Kingdom,"Percentage of students in tertiary education enrolled in Agriculture programmes, both sexes (%)",UIS.FOSEP.56.F600,, 1.20 , 1.09 , 0.85 , 0.86 , 0.85 , 0.93 , 0.91 , 0.97 , 0.97 , 0.98 , 1.06 
United Kingdom,"Percentage of students in tertiary education enrolled in Education programmes, both sexes (%)",UIS.FOSEP.56.F140,, 8.03 , 8.83 , 7.51 , 8.57 , 8.78 , 8.89 , 9.16 , 8.68 , 8.99 , 8.98 , 8.86 
United Kingdom,"Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, both sexes (%)",UIS.FOSEP.56.F500,, 10.52 , 10.08 , 7.74 , 8.04 , 8.10 , 8.18 , 8.42 , 8.18 , 8.32 , 8.49 , 8.50 
United Kingdom,"Percentage of students in tertiary education enrolled in Health and Welfare programmes, both sexes (%)",UIS.FOSEP.56.F700,, 20.05 , 19.86 , 16.66 , 18.13 , 18.50 , 18.78 , 16.03 , 18.19 , 17.97 , 17.75 , 17.58 
United Kingdom,"Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes (%)",UIS.FOSEP.56.F200,, 17.54 , 19.22 , 15.63 , 16.79 , 16.71 , 16.99 , 17.08 , 16.81 , 16.10 , 16.14 , 16.11 
United Kingdom,"Percentage of students in tertiary education enrolled in programmes in unspecified fields, both sexes (%)",UIS.FOSEP.56.FUK,,,, 13.01 , 5.46 , 5.38 , 4.89 , 4.96 , 6.09 , 6.12 , 5.09 , 4.91 
