Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.2064.2.FE,,,,,,,,,,, 0.33 ,,,,, 0.31 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2064.2.MA,,,,,,,,,,, 0.37 ,,,,, 0.36 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.2064.2.MF,,,,,,,,,,, 0.35 ,,,,, 0.34 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Female,PRJ.ATT.2064.NED.FE,,,,,,,,,,, 0.01 ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Male,PRJ.ATT.2064.NED.MA,,,,,,,,,,, 0.01 ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Total,PRJ.ATT.2064.NED.MF,,,,,,,,,,, 0.01 ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2064.4.FE,,,,,,,,,,, 0.26 ,,,,, 0.30 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2064.4.MA,,,,,,,,,,, 0.20 ,,,,, 0.22 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2064.4.MF,,,,,,,,,,, 0.23 ,,,,, 0.26 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Female,PRJ.ATT.2064.1.FE,,,,,,,,,,, 0.14 ,,,,, 0.11 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Male,PRJ.ATT.2064.1.MA,,,,,,,,,,, 0.15 ,,,,, 0.13 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Total,PRJ.ATT.2064.1.MF,,,,,,,,,,, 0.14 ,,,,, 0.12 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2064.3.FE,,,,,,,,,,, 0.23 ,,,,, 0.25 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.2064.3.MA,,,,,,,,,,, 0.24 ,,,,, 0.26 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2064.3.MF,,,,,,,,,,, 0.23 ,,,,, 0.26 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.25UP.S1.FE,,,,,,,,,,, 0.10 ,,,,, 0.08 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.25UP.S1.MA,,,,,,,,,,, 0.08 ,,,,, 0.06 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.25UP.S1.MF,,,,,,,,,,, 0.09 ,,,,, 0.07 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.25UP.2.FE,,,,,,,,,,, 0.30 ,,,,, 0.30 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.25UP.2.MA,,,,,,,,,,, 0.34 ,,,,, 0.34 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.25UP.2.MF,,,,,,,,,,, 0.32 ,,,,, 0.32 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Female,PRJ.ATT.25UP.NED.FE,,,,,,,,,,, 0.02 ,,,,, 0.02 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Male,PRJ.ATT.25UP.NED.MA,,,,,,,,,,, 0.01 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Total,PRJ.ATT.25UP.NED.MF,,,,,,,,,,, 0.02 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.25UP.4.FE,,,,,,,,,,, 0.21 ,,,,, 0.24 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.25UP.4.MA,,,,,,,,,,, 0.18 ,,,,, 0.20 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.25UP.4.MF,,,,,,,,,,, 0.20 ,,,,, 0.22 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Female,PRJ.ATT.25UP.1.FE,,,,,,,,,,, 0.20 ,,,,, 0.18 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Male,PRJ.ATT.25UP.1.MA,,,,,,,,,,, 0.19 ,,,,, 0.17 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Total,PRJ.ATT.25UP.1.MF,,,,,,,,,,, 0.20 ,,,,, 0.18 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.25UP.3.FE,,,,,,,,,,, 0.17 ,,,,, 0.18 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.25UP.3.MA,,,,,,,,,,, 0.20 ,,,,, 0.22 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.25UP.3.MF,,,,,,,,,,, 0.18 ,,,,, 0.20 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2529.S1.FE,,,,,,,,,,, 0.01 ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2529.S1.MA,,,,,,,,,,, 0.01 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.2529.S1.MF,,,,,,,,,,, 0.01 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.2529.2.FE,,,,,,,,,,, 0.22 ,,,,, 0.18 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2529.2.MA,,,,,,,,,,, 0.36 ,,,,, 0.33 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.2529.2.MF,,,,,,,,,,, 0.29 ,,,,, 0.26 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Female,PRJ.ATT.2529.NED.FE,,,,,,,,,,, -   ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Male,PRJ.ATT.2529.NED.MA,,,,,,,,,,, -   ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Total,PRJ.ATT.2529.NED.MF,,,,,,,,,,, -   ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2529.4.FE,,,,,,,,,,, 0.42 ,,,,, 0.47 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2529.4.MA,,,,,,,,,,, 0.28 ,,,,, 0.31 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2529.4.MF,,,,,,,,,,, 0.35 ,,,,, 0.39 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Female,PRJ.ATT.2529.1.FE,,,,,,,,,,, 0.06 ,,,,, 0.04 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Male,PRJ.ATT.2529.1.MA,,,,,,,,,,, 0.09 ,,,,, 0.07 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Total,PRJ.ATT.2529.1.MF,,,,,,,,,,, 0.08 ,,,,, 0.06 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2529.3.FE,,,,,,,,,,, 0.29 ,,,,, 0.29 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.2529.3.MA,,,,,,,,,,, 0.25 ,,,,, 0.28 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2529.3.MF,,,,,,,,,,, 0.27 ,,,,, 0.28 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.4064.S1.FE,,,,,,,,,,, 0.06 ,,,,, 0.04 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA,,,,,,,,,,, 0.06 ,,,,, 0.04 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.4064.S1.MF,,,,,,,,,,, 0.06 ,,,,, 0.04 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.4064.2.FE,,,,,,,,,,, 0.37 ,,,,, 0.37 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.4064.2.MA,,,,,,,,,,, 0.37 ,,,,, 0.38 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.4064.2.MF,,,,,,,,,,, 0.37 ,,,,, 0.38 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Female,PRJ.ATT.4064.NED.FE,,,,,,,,,,, 0.01 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Male,PRJ.ATT.4064.NED.MA,,,,,,,,,,, 0.01 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Total,PRJ.ATT.4064.NED.MF,,,,,,,,,,, 0.01 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.4064.4.FE,,,,,,,,,,, 0.19 ,,,,, 0.23 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.4064.4.MA,,,,,,,,,,, 0.17 ,,,,, 0.19 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.4064.4.MF,,,,,,,,,,, 0.18 ,,,,, 0.21 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Female,PRJ.ATT.4064.1.FE,,,,,,,,,,, 0.20 ,,,,, 0.15 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Male,PRJ.ATT.4064.1.MA,,,,,,,,,,, 0.20 ,,,,, 0.16 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Total,PRJ.ATT.4064.1.MF,,,,,,,,,,, 0.20 ,,,,, 0.16 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.4064.3.FE,,,,,,,,,,, 0.16 ,,,,, 0.20 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.4064.3.MA,,,,,,,,,,, 0.19 ,,,,, 0.22 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.4064.3.MF,,,,,,,,,,, 0.18 ,,,,, 0.21 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.60UP.S1.FE,,,,,,,,,,, 0.26 ,,,,, 0.21 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.60UP.S1.MA,,,,,,,,,,, 0.22 ,,,,, 0.16 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.60UP.S1.MF,,,,,,,,,,, 0.24 ,,,,, 0.19 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.60UP.2.FE,,,,,,,,,,, 0.21 ,,,,, 0.26 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.60UP.2.MA,,,,,,,,,,, 0.24 ,,,,, 0.28 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.60UP.2.MF,,,,,,,,,,, 0.22 ,,,,, 0.27 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Female,PRJ.ATT.60UP.NED.FE,,,,,,,,,,, 0.06 ,,,,, 0.04 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Male,PRJ.ATT.60UP.NED.MA,,,,,,,,,,, 0.02 ,,,,, 0.02 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Total,PRJ.ATT.60UP.NED.MF,,,,,,,,,,, 0.04 ,,,,, 0.03 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.60UP.4.FE,,,,,,,,,,, 0.06 ,,,,, 0.08 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.60UP.4.MA,,,,,,,,,,, 0.10 ,,,,, 0.13 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.60UP.4.MF,,,,,,,,,,, 0.08 ,,,,, 0.10 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Female,PRJ.ATT.60UP.1.FE,,,,,,,,,,, 0.36 ,,,,, 0.34 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Male,PRJ.ATT.60UP.1.MA,,,,,,,,,,, 0.32 ,,,,, 0.30 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Total,PRJ.ATT.60UP.1.MF,,,,,,,,,,, 0.34 ,,,,, 0.32 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.60UP.3.FE,,,,,,,,,,, 0.05 ,,,,, 0.07 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.60UP.3.MA,,,,,,,,,,, 0.09 ,,,,, 0.12 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.60UP.3.MF,,,,,,,,,,, 0.07 ,,,,, 0.09 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.80UP.S1.FE,,,,,,,,,,, 0.37 ,,,,, 0.34 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.80UP.S1.MA,,,,,,,,,,, 0.35 ,,,,, 0.31 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.80UP.S1.MF,,,,,,,,,,, 0.36 ,,,,, 0.33 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.80UP.2.FE,,,,,,,,,,, 0.11 ,,,,, 0.13 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.80UP.2.MA,,,,,,,,,,, 0.13 ,,,,, 0.16 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.80UP.2.MF,,,,,,,,,,, 0.12 ,,,,, 0.14 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Female,PRJ.ATT.80UP.NED.FE,,,,,,,,,,, 0.10 ,,,,, 0.08 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Male,PRJ.ATT.80UP.NED.MA,,,,,,,,,,, 0.04 ,,,,, 0.04 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Total,PRJ.ATT.80UP.NED.MF,,,,,,,,,,, 0.08 ,,,,, 0.07 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.80UP.4.FE,,,,,,,,,,, 0.03 ,,,,, 0.03 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.80UP.4.MA,,,,,,,,,,, 0.06 ,,,,, 0.08 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.80UP.4.MF,,,,,,,,,,, 0.04 ,,,,, 0.05 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Female,PRJ.ATT.80UP.1.FE,,,,,,,,,,, 0.37 ,,,,, 0.38 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Male,PRJ.ATT.80UP.1.MA,,,,,,,,,,, 0.36 ,,,,, 0.36 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Total,PRJ.ATT.80UP.1.MF,,,,,,,,,,, 0.36 ,,,,, 0.37 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.80UP.3.FE,,,,,,,,,,, 0.03 ,,,,, 0.04 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.80UP.3.MA,,,,,,,,,,, 0.06 ,,,,, 0.06 ,
Spain,ESP,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.80UP.3.MF,,,,,,,,,,, 0.04 ,,,,, 0.05 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.ALL.S1.FE,,,,,,,,,,, 0.08 ,,,,, 0.06 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.ALL.S1.MA,,,,,,,,,,, 0.06 ,,,,, 0.05 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.ALL.S1.MF,,,,,,,,,,, 0.07 ,,,,, 0.06 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.ALL.2.FE,,,,,,,,,,, 0.27 ,,,,, 0.26 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.ALL.2.MA,,,,,,,,,,, 0.31 ,,,,, 0.30 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.ALL.2.MF,,,,,,,,,,, 0.28 ,,,,, 0.28 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Female,PRJ.ATT.ALL.NED.FE,,,,,,,,,,, 0.02 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Male,PRJ.ATT.ALL.NED.MA,,,,,,,,,,, 0.01 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Total,PRJ.ATT.ALL.NED.MF,,,,,,,,,,, 0.01 ,,,,, 0.01 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.ALL.4.FE,,,,,,,,,,, 0.17 ,,,,, 0.19 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.ALL.4.MA,,,,,,,,,,, 0.14 ,,,,, 0.16 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.ALL.4.MF,,,,,,,,,,, 0.16 ,,,,, 0.18 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Female,PRJ.ATT.ALL.1.FE,,,,,,,,,,, 0.16 ,,,,, 0.14 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Male,PRJ.ATT.ALL.1.MA,,,,,,,,,,, 0.15 ,,,,, 0.13 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Total,PRJ.ATT.ALL.1.MF,,,,,,,,,,, 0.15 ,,,,, 0.14 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.ALL.3.FE,,,,,,,,,,, 0.16 ,,,,, 0.18 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.ALL.3.MA,,,,,,,,,,, 0.18 ,,,,, 0.20 ,
Spain,ESP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.ALL.3.MF,,,,,,,,,,, 0.17 ,,,,, 0.19 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Female,PRJ.POP.1519.S1.FE,,,,,,,,,,, 14.73 ,,,,, 9.86 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Male,PRJ.POP.1519.S1.MA,,,,,,,,,,, 6.99 ,,,,, 5.57 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Total,PRJ.POP.1519.S1.MF,,,,,,,,,,, 21.72 ,,,,, 15.43 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.1519.2.FE,,,,,,,,,,, 627.67 ,,,,, 637.66 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Male,PRJ.POP.1519.2.MA,,,,,,,,,,, 774.91 ,,,,, 763.05 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Total,PRJ.POP.1519.2.MF,,,,,,,,,,," 1,402.58 ",,,,," 1,400.70 ",
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Female,PRJ.POP.1519.NED.FE,,,,,,,,,,, 1.21 ,,,,, 1.42 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Male,PRJ.POP.1519.NED.MA,,,,,,,,,,, 2.24 ,,,,, 1.26 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Total,PRJ.POP.1519.NED.MF,,,,,,,,,,, 3.45 ,,,,, 2.69 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Female,PRJ.POP.1519.4.FE,,,,,,,,,,, -   ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Male,PRJ.POP.1519.4.MA,,,,,,,,,,, -   ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Total,PRJ.POP.1519.4.MF,,,,,,,,,,, -   ,,,,, -   ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Female,PRJ.POP.1519.1.FE,,,,,,,,,,, 87.00 ,,,,, 77.30 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Male,PRJ.POP.1519.1.MA,,,,,,,,,,, 88.38 ,,,,, 66.79 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Total,PRJ.POP.1519.1.MF,,,,,,,,,,, 175.39 ,,,,, 144.09 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.1519.3.FE,,,,,,,,,,, 339.88 ,,,,, 326.35 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Male,PRJ.POP.1519.3.MA,,,,,,,,,,, 260.81 ,,,,, 278.02 ,
Spain,ESP,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Total,PRJ.POP.1519.3.MF,,,,,,,,,,, 600.69 ,,,,, 604.37 ,
Spain,ESP,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Female,PRJ.POP.2024.S1.FE,,,,,,,,,,, 9.02 ,,,,, 6.46 ,
